Date	Item	Liters	pH	TDS	Hardness	Turbidity
04-04-2023	Wheat	1.65	7.94	278	84	3.64
04-04-2023	Milk	8.2	7.97	50	256	4.66
04-04-2023	Apples	9.6	8.35	283	135	3.8
05-04-2023	Butter	5.27	7.28	142	56	1.66
05-04-2023	Butter	4.35	7.68	68	191	1.38
05-04-2023	Bananas	1.31	7.91	422	252	4.88
05-04-2023	Fish	6.77	7.97	155	227	0.48
05-04-2023	Yogurt	2.82	8.15	477	288	3.69
05-04-2023	Milk	0.88	8.29	219	75	0.29
05-04-2023	Apples	6.45	6.55	84	253	0.67
07-04-2023	Pork	3.54	6.66	99	92	4.86
07-04-2023	Apples	2.38	6.6	302	177	0.33
07-04-2023	Oranges	6.16	7.15	240	197	1.97
08-04-2023	Beef	4.3	6.67	180	223	2.18
08-04-2023	Bread	6.86	7.69	348	195	4.57
09-04-2023	Apples	1.04	7.87	259	182	2.72
09-04-2023	Coffee	4.39	8.36	392	291	3.39
09-04-2023	Sugar	7.33	6.93	412	279	4.11
09-04-2023	Beef	1.44	8.09	421	219	0.94
11-04-2023	Oranges	5.89	7.03	421	213	4.88
11-04-2023	Tea	8.21	7.19	422	300	1.92
12-04-2023	Apples	4.74	7.03	177	227	0.43
12-04-2023	Cheese	5.57	7.75	157	221	3.18
12-04-2023	Oranges	5.93	8.37	241	115	2.8
12-04-2023	Apples	3.31	7.39	453	165	3.53
12-04-2023	Bananas	9.1	7.39	159	97	1.67
13-04-2023	Tomatoes	7.79	7.5	102	232	2.73
13-04-2023	Beef	8.96	6.72	479	249	4.05
14-04-2023	Cheese	1.53	7.79	91	265	1.48
14-04-2023	Potatoes	9.67	6.73	281	136	0.7
15-04-2023	Butter	0.93	8.2	233	287	2.56
15-04-2023	Apples	6.53	8.46	412	165	1.44
15-04-2023	Bread	5.89	6.9	76	159	3.18
15-04-2023	Yogurt	8.02	6.77	79	69	1.63
16-04-2023	Apples	6.61	8.02	316	252	4.89
16-04-2023	Fish	2.41	6.82	466	185	4.06
17-04-2023	Butter	1.4	7.17	84	195	4.03
17-04-2023	Oranges	4.56	6.67	203	202	2.73
17-04-2023	Cheese	7.28	8.08	113	242	3.79
17-04-2023	Milk	5.15	7.35	71	189	0.16
18-04-2023	Milk	5.77	6.86	210	140	1.17
18-04-2023	Tea	7.49	7.79	493	92	3.57
19-04-2023	Apples	2.14	7.11	431	258	0.68
19-04-2023	Tea	1.92	7.96	95	254	3.16
19-04-2023	Apples	3.75	7.42	356	134	0.18
19-04-2023	Milk	6.98	6.63	418	120	2.89
19-04-2023	Cheese	9.81	7.67	491	51	4.86
19-04-2023	Milk	4.97	7.98	432	66	3.88
20-04-2023	Wheat	8.49	8.14	264	297	2.72
20-04-2023	Potatoes	2.56	6.55	56	105	4.16
21-04-2023	Sugar	2.45	8.07	227	213	1.51
22-04-2023	Milk	6.46	8.07	228	157	0.12
22-04-2023	Bread	9.81	7.14	289	176	2.78
22-04-2023	Tea	8.77	7.05	172	144	3.91
23-04-2023	Beef	3.11	7.39	126	58	3.11
23-04-2023	Butter	0.81	7.7	464	297	3.1
23-04-2023	Eggs	7.22	7.01	359	177	0.11
23-04-2023	Fish	4.52	8.3	453	162	3.62
23-04-2023	Eggs	2.96	8.08	454	198	2.18
24-04-2023	Apples	0.64	8.09	349	80	2.04
24-04-2023	Tomatoes	7.03	8.18	165	191	2.1
24-04-2023	Yogurt	5.12	7.9	293	79	1.46
24-04-2023	Eggs	7.53	7.85	428	233	0.36
24-04-2023	Chicken	7.85	7.47	462	271	2.5
24-04-2023	Chicken	0.53	7.66	114	266	4.36
25-04-2023	Sugar	8.06	7.33	299	295	3.17
25-04-2023	Tea	6.8	8.22	124	102	2.01
25-04-2023	Bananas	4.56	7.49	332	214	1.32
26-04-2023	Bread	5.57	7.13	299	126	1.33
26-04-2023	Eggs	3.71	7.86	475	188	4.27
26-04-2023	Coffee	9.03	7.25	200	209	0.25
26-04-2023	Beef	3.67	6.52	132	212	1.8
28-04-2023	Apples	0.75	7.86	398	81	2.03
28-04-2023	Eggs	5.11	8.19	267	245	2.85
30-04-2023	Tea	4.86	6.84	225	106	4.44
30-04-2023	Bananas	9.75	7.91	99	134	2.1
30-04-2023	Sugar	3.01	7.07	355	80	4.81
30-04-2023	Rice	6.69	8.48	95	156	3.44
01-05-2023	Butter	6.86	6.8	96	249	2.61
01-05-2023	Coffee	8.74	8.49	491	148	0.44
02-05-2023	Beef	8.89	6.97	198	300	1.05
02-05-2023	Tea	6.43	6.98	426	246	4.77
02-05-2023	Fish	1.28	6.84	382	285	2.89
03-05-2023	Coffee	1.65	8.23	360	100	2.93
03-05-2023	Tomatoes	7.82	7.9	320	262	0.3
03-05-2023	Tea	9.19	6.83	394	176	0.66
03-05-2023	Eggs	1.31	6.82	87	89	2.13
04-05-2023	Fish	2.53	7.5	213	246	2.7
05-05-2023	Bread	6.76	6.59	116	95	4.38
05-05-2023	Pork	7.76	7.69	221	66	0.69
05-05-2023	Tea	4.12	7.99	488	99	2.04
05-05-2023	Pork	7.16	7.6	99	83	1.68
05-05-2023	Bread	5.39	6.81	113	283	2.49
06-05-2023	Fish	1.96	7.85	251	298	2.28
07-05-2023	Chicken	3.33	8.27	457	271	3.67
07-05-2023	Eggs	5.94	6.75	210	294	1.96
07-05-2023	Bananas	8.13	7.03	239	143	4.51
07-05-2023	Eggs	5.67	7.71	151	111	3.01
07-05-2023	Potatoes	1.39	7.6	343	146	1.79
07-05-2023	Yogurt	2.69	8.16	283	167	1.84
08-05-2023	Pork	5.25	8.23	245	185	1.56
08-05-2023	Rice	7.94	7.16	290	58	3.7
09-05-2023	Bananas	6.82	7.26	79	299	1.84
09-05-2023	Bananas	2.28	8.24	345	153	2.32
11-05-2023	Pork	5.91	8.39	142	215	1.48
11-05-2023	Tomatoes	7.92	8.25	166	55	4.66
11-05-2023	Pork	5.2	7.97	232	279	4.58
12-05-2023	Wheat	8.39	8.47	116	100	4.14
12-05-2023	Beef	1.67	7.92	455	59	1.94
13-05-2023	Potatoes	6.72	6.52	494	223	2.67
13-05-2023	Bread	7.76	8.32	463	227	3.45
13-05-2023	Apples	1.76	7.19	183	191	1.05
14-05-2023	Butter	7.25	8.3	208	102	4.71
14-05-2023	Chicken	8.62	6.87	264	136	3.53
15-05-2023	Yogurt	3.17	7.61	311	149	0.88
15-05-2023	Tomatoes	9.6	8.32	92	257	3.5
16-05-2023	Tea	1.75	7.09	414	149	4.8
16-05-2023	Potatoes	2.59	7.02	293	293	4.5
16-05-2023	Potatoes	5.83	7.78	153	69	3
17-05-2023	Rice	9.73	7.27	397	133	0.85
17-05-2023	Pork	8.26	6.94	187	102	2.95
17-05-2023	Tomatoes	4.31	8.21	398	83	2.26
17-05-2023	Chicken	4.35	7.63	170	155	0.83
17-05-2023	Tea	7.54	7.5	312	93	4.58
17-05-2023	Rice	5.18	7.91	328	234	3.22
17-05-2023	Apples	0.74	8.37	53	275	0.29
18-05-2023	Yogurt	5.48	7.37	401	84	1.78
18-05-2023	Rice	0.85	6.61	453	234	0.31
18-05-2023	Eggs	5.22	8.1	162	66	4.04
18-05-2023	Eggs	2.22	7.7	142	51	2.82
19-05-2023	Wheat	7.06	8.08	172	114	2.81
19-05-2023	Milk	9.16	7.27	155	109	1.53
19-05-2023	Tea	6.73	7.38	121	140	3.76
19-05-2023	Chicken	7.56	7.3	78	106	2.02
19-05-2023	Tomatoes	8.37	8.29	258	277	3.35
20-05-2023	Bananas	3.92	7.61	464	115	1.79
20-05-2023	Eggs	6.15	7.1	424	256	2.92
20-05-2023	Coffee	3.57	8.35	95	78	3.39
20-05-2023	Sugar	8.39	7.92	59	290	3.7
21-05-2023	Coffee	6.49	6.69	312	137	4.87
21-05-2023	Potatoes	6.67	7.24	84	276	1.17
21-05-2023	Cheese	7.5	7.56	258	61	1.14
21-05-2023	Wheat	7.26	7.61	158	92	0.81
22-05-2023	Milk	0.65	6.56	57	136	4.12
22-05-2023	Pork	0.97	6.66	214	210	2.69
23-05-2023	Wheat	9.54	7.88	167	219	4.22
24-05-2023	Tomatoes	7.06	6.67	297	83	0.95
24-05-2023	Pork	3.42	6.63	369	282	1.65
24-05-2023	Cheese	1.31	8.28	124	247	3.24
24-05-2023	Tea	2.18	6.86	229	172	2.37
25-05-2023	Wheat	1.8	8.11	267	220	2.41
25-05-2023	Tea	7.67	8.41	335	201	2.72
25-05-2023	Pork	4.58	7.6	200	191	0.79
26-05-2023	Bananas	8.19	7.67	441	278	3.16
26-05-2023	Bread	4.6	8.39	62	227	1.11
26-05-2023	Bananas	4.92	8.32	125	164	3.17
27-05-2023	Potatoes	5.79	8.13	403	55	0.79
28-05-2023	Cheese	3.56	7.13	482	225	4.02
28-05-2023	Cheese	1.29	7.09	240	148	4
28-05-2023	Chicken	4.5	6.62	491	119	4.9
29-05-2023	Apples	8.11	7.73	400	230	0.36
29-05-2023	Tomatoes	3.81	6.71	305	219	1.91
29-05-2023	Beef	4.16	7.37	477	80	0.53
30-05-2023	Bread	7.51	6.97	275	298	2.58
31-05-2023	Cheese	8.68	7.92	333	211	1.16
31-05-2023	Cheese	5.32	7.43	370	218	1.12
31-05-2023	Chicken	3.9	6.61	234	157	3.22
31-05-2023	Oranges	5.79	7.24	480	156	4.22
01-06-2023	Cheese	9.01	7.42	466	155	4.65
01-06-2023	Sugar	0.69	7.4	174	101	1.54
01-06-2023	Rice	2.57	7.25	91	274	3.65
01-06-2023	Tomatoes	1	7.84	185	216	2.77
02-06-2023	Yogurt	9.83	7.24	149	137	2.24
02-06-2023	Potatoes	4.74	6.6	284	228	4.96
03-06-2023	Coffee	9.59	8.04	434	234	1.81
03-06-2023	Butter	1.05	7.99	333	287	2.51
03-06-2023	Bananas	4.29	8.35	372	216	2.26
04-06-2023	Rice	2.36	7.22	149	51	2.97
05-06-2023	Wheat	5.69	8.41	423	50	4.34
06-06-2023	Oranges	9.15	6.87	341	74	2.03
07-06-2023	Beef	2.87	7.93	443	262	3.28
07-06-2023	Eggs	2.47	8.18	436	93	0.23
07-06-2023	Milk	6.63	6.78	146	61	1.14
07-06-2023	Milk	2.36	6.58	281	76	1.31
08-06-2023	Beef	7.45	7.59	97	136	3.01
08-06-2023	Pork	5.26	7.42	414	55	0.29
08-06-2023	Chicken	3.36	7.12	53	256	2.48
09-06-2023	Butter	0.77	7.52	203	276	3.02
09-06-2023	Apples	3.33	6.57	107	141	3.69
10-06-2023	Tomatoes	8.96	7.62	385	221	2.34
10-06-2023	Butter	3.43	7.32	498	286	3.67
11-06-2023	Pork	0.74	8.49	172	175	2
11-06-2023	Chicken	5.21	7.22	197	192	3.64
11-06-2023	Bananas	1.14	6.59	296	196	1.62
11-06-2023	Fish	4.27	7.11	355	294	0.95
11-06-2023	Milk	1.41	6.84	492	291	2.5
12-06-2023	Rice	5.52	7.93	194	93	4.52
12-06-2023	Tea	2.1	7.39	109	173	3.35
12-06-2023	Tea	5.43	7.51	341	162	1.81
12-06-2023	Oranges	6.33	8.34	352	118	3.88
13-06-2023	Pork	8.69	7.12	411	280	2.67
13-06-2023	Sugar	4	7.13	418	146	2.8
14-06-2023	Wheat	3.64	8.19	124	64	1.41
14-06-2023	Potatoes	8.65	6.53	107	204	0.96
14-06-2023	Sugar	6.78	8.45	214	247	3.68
15-06-2023	Apples	3.95	6.61	164	266	2.33
15-06-2023	Oranges	7.14	8.33	392	146	4.17
16-06-2023	Milk	8.77	7.9	428	130	4.79
17-06-2023	Apples	5.19	7.46	261	204	3.99
17-06-2023	Cheese	9.9	8.37	494	63	1.37
17-06-2023	Chicken	4.3	7.15	194	259	3.41
18-06-2023	Potatoes	1.36	8.05	182	105	2.39
19-06-2023	Wheat	1.42	7.54	53	146	3.05
19-06-2023	Bananas	8.09	7.5	191	293	2.2
20-06-2023	Tea	3.42	7.32	129	127	0.15
20-06-2023	Tea	2.83	7.71	173	253	0.97
20-06-2023	Bananas	4.03	7.35	138	292	1.31
20-06-2023	Yogurt	8.65	6.63	242	205	4.72
21-06-2023	Milk	5.28	7.18	109	255	2.62
21-06-2023	Rice	7.11	6.88	63	103	2.46
21-06-2023	Rice	6.14	8.44	348	50	2.49
22-06-2023	Eggs	1.63	7.22	329	101	1.74
22-06-2023	Chicken	0.74	6.75	321	121	4.76
23-06-2023	Bananas	2.6	6.93	219	134	1.87
23-06-2023	Tea	3.74	6.67	483	98	2.2
23-06-2023	Potatoes	3.17	6.82	81	66	2.52
23-06-2023	Oranges	1.99	8.12	275	286	1.35
23-06-2023	Cheese	0.94	7.45	292	220	0.56
23-06-2023	Cheese	0.64	7.45	314	151	2.46
24-06-2023	Cheese	9.6	8.2	240	208	1.65
24-06-2023	Eggs	4.35	6.88	179	226	0.73
24-06-2023	Pork	7.09	7.94	499	145	3.37
24-06-2023	Potatoes	1.4	8.36	329	291	4.87
25-06-2023	Oranges	4.52	8.14	55	126	1.38
25-06-2023	Tea	0.61	7.62	102	148	0.8
26-06-2023	Cheese	0.68	7.65	219	254	4.59
26-06-2023	Pork	8.18	7.52	449	239	2.59
26-06-2023	Tea	1.42	6.58	500	147	2.42
26-06-2023	Sugar	7.37	7.87	339	74	2.23
27-06-2023	Apples	1.99	8.03	452	93	4.28
27-06-2023	Apples	1.19	6.91	155	196	3.24
27-06-2023	Beef	0.88	7.7	268	78	3.47
27-06-2023	Potatoes	4.35	6.8	87	183	3.29
28-06-2023	Butter	0.95	6.7	133	65	1.16
29-06-2023	Coffee	3.94	7.2	308	69	4.58
30-06-2023	Cheese	2.72	7.87	249	171	1.39
30-06-2023	Oranges	6.94	8.44	405	84	1.73
30-06-2023	Apples	1.39	7.24	179	178	4.62
30-06-2023	Butter	4.96	6.54	311	275	0.57
30-06-2023	Coffee	2.68	8.13	186	232	2.65
30-06-2023	Chicken	6.01	7.62	315	112	0.74
01-07-2023	Wheat	5.33	7.71	87	111	2.74
01-07-2023	Pork	0.53	8.47	79	138	3.6
02-07-2023	Chicken	7.66	7.56	453	108	0.78
02-07-2023	Fish	8.75	6.94	321	205	3.93
03-07-2023	Pork	4.79	6.97	161	128	2.18
03-07-2023	Fish	6.05	8.04	322	167	3.3
03-07-2023	Tomatoes	8.43	7.25	329	113	3.63
04-07-2023	Eggs	5.17	8.48	164	76	4.79
04-07-2023	Sugar	5.43	6.72	75	215	1.32
04-07-2023	Milk	3.74	7.86	422	214	2.69
04-07-2023	Bananas	5.43	7	286	103	4.69
04-07-2023	Bread	6.02	7.75	248	241	1.38
04-07-2023	Wheat	7.27	7.22	111	248	4.89
04-07-2023	Oranges	5.73	7.95	318	169	4.81
04-07-2023	Fish	6.59	6.67	311	243	0.33
05-07-2023	Chicken	5.64	8.41	267	269	1.09
05-07-2023	Rice	9.37	7.4	244	249	0.48
06-07-2023	Beef	3.29	7.44	429	116	3.65
06-07-2023	Tea	8.53	7.06	228	204	2.92
06-07-2023	Tomatoes	7.97	7.66	241	82	3.14
07-07-2023	Eggs	1.62	6.96	357	188	1.72
07-07-2023	Chicken	3.45	7.26	196	95	1.47
07-07-2023	Yogurt	5.87	7.21	244	170	3.16
08-07-2023	Sugar	0.78	7.87	138	140	1.15
08-07-2023	Potatoes	6.73	8.4	383	126	1.02
08-07-2023	Tomatoes	7.4	7.54	380	221	3.37
08-07-2023	Pork	2.38	8.07	422	105	4.64
09-07-2023	Milk	2.6	8.26	458	263	4.17
09-07-2023	Eggs	8.42	7.25	277	272	3.75
09-07-2023	Rice	7.18	7.46	424	227	0.85
09-07-2023	Beef	3.24	7.44	266	279	0.92
09-07-2023	Coffee	1.26	7.79	295	55	0.59
09-07-2023	Chicken	7.15	7.69	343	242	2.78
09-07-2023	Butter	4.26	7.74	275	129	4.66
09-07-2023	Butter	9.88	7.03	247	81	4.67
10-07-2023	Eggs	2.22	8.1	486	63	4.27
10-07-2023	Eggs	7	6.51	51	194	0.39
10-07-2023	Cheese	2.17	7.99	486	145	1.41
11-07-2023	Milk	4.2	8.31	155	83	4.37
11-07-2023	Milk	4.85	7.92	435	112	3.81
12-07-2023	Sugar	6.32	7.29	406	166	2.52
12-07-2023	Yogurt	5.37	7.76	381	71	1.49
13-07-2023	Bananas	3.17	7.2	264	113	1.67
13-07-2023	Bananas	6.34	6.75	102	220	1.92
14-07-2023	Beef	9.2	7.76	500	257	3.86
14-07-2023	Potatoes	6.71	7.97	148	64	3.1
14-07-2023	Bread	2.91	6.53	109	72	1.98
15-07-2023	Bananas	5.83	7.69	194	126	3.45
15-07-2023	Sugar	7.41	8.4	440	189	3.6
15-07-2023	Bananas	6.01	6.99	372	154	1.45
16-07-2023	Potatoes	2.85	7.45	224	263	0.37
16-07-2023	Coffee	0.67	6.9	492	63	1.96
16-07-2023	Cheese	2.06	7.82	240	235	2.8
17-07-2023	Cheese	2.5	7.24	467	251	0.8
17-07-2023	Rice	3.59	7	341	210	2.41
18-07-2023	Cheese	2.21	6.54	452	102	1.3
18-07-2023	Apples	8.01	7.48	344	135	3.21
18-07-2023	Eggs	4.82	8	173	204	4.92
18-07-2023	Coffee	9.33	8.33	361	196	1.23
19-07-2023	Bread	5.23	8.24	128	215	1.88
19-07-2023	Eggs	0.59	7.03	53	220	2.95
21-07-2023	Yogurt	5.87	6.63	115	240	0.42
21-07-2023	Yogurt	9.8	7.04	298	81	0.57
21-07-2023	Cheese	4.69	6.77	427	104	1.17
22-07-2023	Wheat	5.68	8.4	124	213	1.15
22-07-2023	Chicken	8.99	7.22	258	195	2.78
22-07-2023	Fish	3.51	7.11	419	73	3.23
22-07-2023	Wheat	2.42	7.06	204	110	4.62
24-07-2023	Yogurt	7.77	6.52	304	268	2.54
24-07-2023	Tomatoes	3.25	6.7	351	176	1.9
25-07-2023	Yogurt	8.55	7.02	344	209	1.83
25-07-2023	Pork	2.96	8.3	259	162	3.17
25-07-2023	Cheese	9.05	7.43	93	96	3.69
25-07-2023	Butter	7.5	8.2	432	281	4.02
26-07-2023	Tea	7.41	6.97	127	53	2.52
26-07-2023	Sugar	2.21	6.6	313	216	1.76
26-07-2023	Oranges	3	6.9	223	256	1.27
27-07-2023	Oranges	7.39	7.98	114	183	4.96
27-07-2023	Apples	6.5	7.15	129	220	3.44
28-07-2023	Milk	2.23	7.08	376	166	3.13
28-07-2023	Oranges	5.13	6.72	395	175	3.33
28-07-2023	Fish	8.65	7.28	251	287	4.89
28-07-2023	Pork	2.42	6.83	188	109	4.69
28-07-2023	Milk	1.14	7.41	110	158	4.73
29-07-2023	Wheat	3.79	6.64	263	203	3.72
29-07-2023	Fish	7.9	8.23	54	235	0.17
30-07-2023	Oranges	0.85	7.57	320	60	1.75
30-07-2023	Tea	1.01	7.64	152	61	0.26
31-07-2023	Bread	1.48	8.14	457	77	1.7
31-07-2023	Rice	6.56	7.66	102	78	2.35
31-07-2023	Pork	3.93	7.3	361	72	4.11
31-07-2023	Chicken	9.41	8.26	269	61	2.58
01-08-2023	Eggs	8.02	7.85	184	183	3.64
01-08-2023	Wheat	2.47	7.7	238	265	1.56
02-08-2023	Tomatoes	8.9	6.83	270	84	1.63
02-08-2023	Cheese	7.27	6.75	227	128	2.32
02-08-2023	Rice	3.75	8.46	72	285	1.35
03-08-2023	Bananas	3.4	7.25	200	174	0.24
04-08-2023	Pork	8.23	7.68	451	300	2.23
04-08-2023	Pork	3.34	7.28	104	211	3.48
04-08-2023	Potatoes	1.89	8.1	190	52	0.58
04-08-2023	Yogurt	7.63	6.55	441	119	1.11
04-08-2023	Tomatoes	0.61	8.22	491	229	3.96
05-08-2023	Wheat	8.77	6.8	152	137	2.11
05-08-2023	Wheat	0.59	6.78	381	93	1.71
05-08-2023	Fish	2.85	7.37	163	278	4.64
05-08-2023	Milk	1.85	7.05	91	126	4.38
05-08-2023	Tomatoes	4.17	8.14	67	116	4.8
05-08-2023	Tea	6.06	6.86	60	298	2.51
06-08-2023	Coffee	7.14	7.25	437	53	0.89
07-08-2023	Beef	6.25	6.7	262	291	4.97
07-08-2023	Tomatoes	8.44	7.55	135	243	0.82
07-08-2023	Milk	3.71	7.77	204	158	2.06
07-08-2023	Cheese	7.67	8.33	90	257	3.59
07-08-2023	Oranges	7.65	6.58	499	157	0.56
07-08-2023	Oranges	3.27	8.46	249	90	1.84
08-08-2023	Yogurt	3.72	8.44	438	210	0.39
08-08-2023	Wheat	5.17	8.37	224	161	0.98
08-08-2023	Tomatoes	2.42	7.25	378	59	1.27
08-08-2023	Wheat	9.39	8.28	484	174	0.38
09-08-2023	Butter	1.9	6.83	142	182	4.8
09-08-2023	Eggs	2.59	6.61	68	197	1.4
09-08-2023	Cheese	1.15	6.9	68	103	1.22
10-08-2023	Cheese	7.09	8.36	452	141	1.19
10-08-2023	Cheese	2.16	8.06	231	133	3.4
10-08-2023	Cheese	8.77	8.44	134	162	3.78
10-08-2023	Apples	2.79	7.69	125	187	2.34
10-08-2023	Butter	1.41	7.57	117	246	0.45
12-08-2023	Coffee	3.04	7.07	132	115	3.47
13-08-2023	Tea	3.05	7.78	464	207	4.28
14-08-2023	Butter	1.43	6.77	294	246	1.24
14-08-2023	Sugar	9.9	6.9	419	89	0.31
14-08-2023	Oranges	5.84	7.28	360	119	1.11
14-08-2023	Bread	1.9	7.03	138	163	0.32
14-08-2023	Potatoes	9.2	6.71	333	138	3.44
14-08-2023	Apples	9.44	7.61	214	118	3.4
15-08-2023	Potatoes	5.01	6.81	405	225	3.19
15-08-2023	Yogurt	8.69	6.87	184	110	1.42
15-08-2023	Bread	3.62	6.88	102	53	3.02
15-08-2023	Eggs	6.81	7.87	374	245	3.22
15-08-2023	Yogurt	7.85	8.48	477	96	0.24
15-08-2023	Tea	7.27	7.16	74	258	4.36
16-08-2023	Tomatoes	0.85	7.3	312	201	3.65
17-08-2023	Tomatoes	7.87	6.79	496	75	4.13
17-08-2023	Beef	8.04	8.41	299	160	4.43
17-08-2023	Milk	5.48	8.16	408	268	2.43
18-08-2023	Apples	1.07	6.8	410	284	0.79
18-08-2023	Chicken	6.32	7.15	378	132	0.64
18-08-2023	Oranges	0.64	8.39	225	107	1.62
19-08-2023	Butter	8.98	8.47	123	130	4.33
19-08-2023	Tomatoes	4.58	6.94	258	193	1.46
19-08-2023	Chicken	6.05	7.02	419	180	3.75
19-08-2023	Apples	4.95	8.24	116	245	4.66
19-08-2023	Tomatoes	8.57	7.04	70	268	0.24
20-08-2023	Oranges	1.03	6.74	257	173	4.92
21-08-2023	Butter	9.33	6.71	215	89	0.24
22-08-2023	Apples	2.24	7.3	283	119	4.19
22-08-2023	Rice	7.03	7.48	436	172	1.57
23-08-2023	Bananas	4.56	7.34	260	168	0.24
23-08-2023	Rice	2.03	6.76	309	148	3.46
24-08-2023	Fish	3.51	7.62	380	243	1.8
24-08-2023	Eggs	1.45	8.11	221	165	2.5
24-08-2023	Bread	1.66	8.01	111	290	2.5
24-08-2023	Pork	8.26	7.48	357	52	3.17
24-08-2023	Rice	4.59	8.42	460	255	1.44
25-08-2023	Coffee	2.42	8.15	125	263	3.02
26-08-2023	Fish	0.97	7.45	187	279	1.92
27-08-2023	Coffee	3.7	8.17	427	223	2.07
27-08-2023	Chicken	2.35	7.12	493	200	1.65
28-08-2023	Chicken	1.96	8.41	219	195	3.19
28-08-2023	Apples	8.77	7.73	129	199	3.17
28-08-2023	Milk	9.27	6.93	337	173	4.06
28-08-2023	Bread	4.73	7.65	267	55	3.15
28-08-2023	Milk	4.96	7.26	361	60	4.32
29-08-2023	Bread	6.52	7.05	429	117	2.94
29-08-2023	Milk	3.79	7.97	385	270	2.08
30-08-2023	Tea	1.58	8.02	163	50	1.77
30-08-2023	Tomatoes	8.18	7.75	196	174	0.5
30-08-2023	Beef	0.9	7.72	306	59	4.06
31-08-2023	Eggs	8.33	7.9	309	66	1.82
31-08-2023	Rice	8.36	7.1	220	278	2.64
31-08-2023	Tea	9.62	7.79	139	66	2.34
01-09-2023	Butter	7.47	7.08	287	178	2.6
01-09-2023	Beef	4.43	8.29	410	175	3.84
01-09-2023	Yogurt	7.73	7.49	217	149	0.57
02-09-2023	Rice	9.53	6.54	244	73	3.92
02-09-2023	Fish	4	7.89	65	219	4.48
02-09-2023	Bananas	3.34	6.67	96	230	4.22
02-09-2023	Beef	1.84	8.39	221	181	2.98
03-09-2023	Potatoes	6.61	8.28	157	73	1.77
03-09-2023	Beef	3.98	8.27	468	157	2.43
04-09-2023	Tea	6.31	8.17	82	259	4.11
05-09-2023	Butter	3.95	6.68	141	231	3.88
05-09-2023	Cheese	0.98	6.66	180	165	0.83
05-09-2023	Coffee	8.03	7.4	276	121	1.56
05-09-2023	Sugar	7.39	7.43	430	275	2.52
06-09-2023	Yogurt	9.78	7.78	101	147	2.61
07-09-2023	Beef	5.44	6.96	97	208	0.36
08-09-2023	Wheat	7.05	8.31	287	262	3.27
08-09-2023	Rice	3.61	7.88	333	157	2.88
08-09-2023	Coffee	2.89	8.11	350	101	3.18
09-09-2023	Bread	4.93	7.22	438	61	4.43
10-09-2023	Yogurt	1.5	6.95	144	236	3.33
11-09-2023	Cheese	8.86	8.26	185	148	3.31
11-09-2023	Beef	9.53	7.01	384	240	4.43
11-09-2023	Bread	3.41	7.81	467	152	2.15
12-09-2023	Apples	0.77	7.06	327	77	0.42
14-09-2023	Yogurt	6.2	6.51	317	239	1.35
14-09-2023	Sugar	9.97	7.76	301	94	2.42
14-09-2023	Chicken	1.3	8.18	142	107	3.18
14-09-2023	Beef	6.57	7.35	125	236	0.64
15-09-2023	Eggs	7.4	7.67	394	88	1.11
15-09-2023	Cheese	3.52	7.55	254	214	1.01
16-09-2023	Tea	1.9	6.8	400	245	1.57
16-09-2023	Rice	9.55	7.87	188	114	3.21
17-09-2023	Apples	8.86	7.33	260	127	2.27
17-09-2023	Eggs	7.48	7.09	149	232	0.8
17-09-2023	Yogurt	2.39	7.51	138	212	3.76
17-09-2023	Bananas	9.69	7.37	338	170	4.96
18-09-2023	Bananas	6.98	7.19	211	259	1.27
18-09-2023	Pork	7.88	7.3	126	111	2.98
19-09-2023	Bananas	1.76	8.28	71	198	0.98
19-09-2023	Fish	0.95	8.34	322	164	1.65
19-09-2023	Cheese	7.46	8.2	320	254	0.35
19-09-2023	Eggs	8.17	7.12	199	77	1.81
19-09-2023	Chicken	9.78	8.08	472	227	2.04
20-09-2023	Bread	9.9	8.4	493	151	1.22
20-09-2023	Chicken	1.36	8.49	143	246	1.99
20-09-2023	Milk	2.8	7.73	274	239	0.8
20-09-2023	Cheese	9.24	7.85	416	148	0.7
21-09-2023	Pork	0.61	6.9	194	115	3.97
21-09-2023	Sugar	7.47	7.51	267	185	2.03
21-09-2023	Chicken	9.97	8.34	282	287	3.33
23-09-2023	Tea	7.47	6.54	243	141	3.65
23-09-2023	Wheat	1.38	8.3	225	296	3.79
24-09-2023	Rice	7.91	8.05	403	56	4.33
26-09-2023	Beef	0.87	7.49	156	226	4.67
26-09-2023	Coffee	4.46	8.24	495	247	1.21
26-09-2023	Cheese	1.99	7.39	210	77	4.69
27-09-2023	Milk	8.19	7.69	398	53	0.12
28-09-2023	Potatoes	8.74	7.7	490	191	0.89
28-09-2023	Rice	7.67	8.06	358	102	2.98
28-09-2023	Beef	8.66	7.03	297	251	0.42
28-09-2023	Bread	3.1	7.28	320	201	3.1
28-09-2023	Beef	3.52	6.96	458	282	3.19
29-09-2023	Wheat	8.61	7.15	482	154	1.44
29-09-2023	Fish	7.23	7.72	466	259	1.32
29-09-2023	Tomatoes	8.3	8.07	242	236	0.31
30-09-2023	Rice	7.79	6.97	397	262	1.78
30-09-2023	Butter	6.66	6.79	498	77	3.75
30-09-2023	Oranges	6.18	7.59	201	74	1.17
01-10-2023	Bananas	9.9	7.01	299	114	1.89
02-10-2023	Potatoes	5.41	7.37	134	130	3.71
